resolvedchromer,gametophytic,sporophytic,species,genus,haploid1,haploid2
Polystichum_tripteron,41,,Polystichum tripteron (Kunze)  Presl,Polystichum,41,NA
Polystichum_tripteron,41,,Polystichum tripteron (Kunze)  Presl,Polystichum,41,NA
Polystichum_tripteron,41,,Polystichum tripteron f. simplicissimum (Tagawa) Tagawa,Polystichum,41,NA
Polystichum_tripteron,41,,Polystichum tripteron (Kunze)  Presl,Polystichum,41,NA
Polystichum_tripteron,41,,Polystichum tripteron (Kunze)  Presl,Polystichum,41,NA
Polystichum_tripteron,41,,Polystichum tripteron f. simplicissimum (Tagawa) Tagawa,Polystichum,41,NA
Polystichum_tripteron,41,,Polystichum tripteron (Kunze)  Presl,Polystichum,41,NA
Polystichum_tripteron,41,,Polystichum tripteron (Kunze)  Presl,Polystichum,41,NA
Polystichum_underwood,82,164,Polystichum underwood Maxon,Polystichum,82,82
Polystichum_underwood,,164,Polystichum underwood Maxon,Polystichum,NA,82
Polystichum_utsum,,123,Polystichum utsum Kurata,Polystichum,NA,61
Polystichum_wawranum,,164,Polystichum wawranum Perrie,Polystichum,NA,82
Polystichum_whiteleggei,,164,Polystichum whiteleggei Watts,Polystichum,NA,82
Polystichum_whiteleggei,,164,Polystichum whiteleggei Watts,Polystichum,NA,82
Polystichum_wilson,,164,Polystichum wilson Christ,Polystichum,NA,82
Polystichum_wilson,,164,Polystichum wilson Christ,Polystichum,NA,82
Polystichum_wilson,82,,Polystichum wilson Christ,Polystichum,82,NA
Polystichum_xiphophyllum,,123,Polystichum xiphophyllum (Baker) Diels,Polystichum,NA,61
Polystichum_yunnense,,164,Polystichum yunnense Christ,Polystichum,NA,82
Polytaenium_cajenense,,240,Polytaenium cajenense (Desv.) Benedict,Polytaenium,NA,120
Polytaenium_cajenense,120,,Polytaenium cajenense (Desv.) Benedict,Polytaenium,120,NA
Polytaenium_cajenense,60,,Polytaenium cajenense (Desv.) Benedict,Polytaenium,60,NA
Polytaenium_feei,,120,Polytaenium feei (W. Schaffn.) Maxon,Polytaenium,NA,60
Polytaenium_feei,,120,Polytaenium feei (W. Schaffn.) Maxon,Polytaenium,NA,60
Polytaenium_feei,60,,Polytaenium feei (W. Schaffn.) Maxon,Polytaenium,60,NA
Polytaenium_lineatum,,120,Polytaenium lineatum (Sw.) J. Sm.,Polytaenium,NA,60
Polytaenium_lineatum,60,,Polytaenium lineatum (Sw.) J. Sm.,Polytaenium,60,NA
Pronephrium_articulatum,36,,Pronephrium articulatum (Houlston & T. Moore) Holttum,Pronephrium,36,NA
Pronephrium_articulatum,36,,Pronephrium articulatum (Houlston & T. Moore) Holttum,Pronephrium,36,NA
Pronephrium_articulatum,36,,Pronephrium articulatum (Houlston & T. Moore) Holttum,Pronephrium,36,NA
Pronephrium_asperum,72,,Pronephrium asperum ( Presl) Holttum,Pronephrium,72,NA
Pronephrium_asperum,72,,Pronephrium asperum ( Presl) Holttum,Pronephrium,72,NA
Pronephrium_gymnopteridifrons,,72,Pronephrium gymnopteridifrons (Hayata) Holttum,Pronephrium,NA,36
Pronephrium_lakhimpurense,,72,Pronephrium lakhimpurense (Rosenst.) Holttum,Pronephrium,NA,36
Pronephrium_lakhimpurense,36,,Pronephrium lakhimpurense (Rosenst.) Holttum,Pronephrium,36,NA
Pronephrium_liukiuense,,144,Pronephrium liukiuense (Christ) kaike,Pronephrium,NA,72
Pronephrium_liukiuense,36IV,,Pronephrium liukiuense (Christ) kaike,Pronephrium,NA,NA
Pronephrium_multilineatum,36,,Pronephrium multilineatum Holttum,Pronephrium,36,NA
Pronephrium_pengianum,36,,Pronephrium pengianum (Hook.) Holttum,Pronephrium,36,NA
Pronephrium_rubicundum,,72,Pronephrium rubicundum (Alderw.) Holttum,Pronephrium,NA,36
Pronephrium_rubicundum,,72,Pronephrium rubicundum (Alderw.) Holttum,Pronephrium,NA,36
Pronephrium_salicifolium,,72,Pronephrium salicifolium (Wall.) Holttum,Pronephrium,NA,36
Pronephrium_salicifolium,,72,Pronephrium salicifolium (Wall.) Holttum,Pronephrium,NA,36
Pronephrium_simplex,,72,Pronephrium simplex (Hook.) Holttum,Pronephrium,NA,36
Pronephrium_simplex,,108,Pronephrium simplex (Hook.) Holttum,Pronephrium,NA,54
Pronephrium_simplex,72,,Pronephrium simplex (Hook.) Holttum,Pronephrium,72,NA
Pronephrium_triphyllum,,144,Pronephrium triphyllum (Sw.) Holttum,Pronephrium,NA,72
Pronephrium_triphyllum,,144,Pronephrium triphyllum (Sw.) Holttum,Pronephrium,NA,72
Pronephrium_triphyllum,,144,Pronephrium triphyllum (Sw.) Holttum,Pronephrium,NA,72
Pronephrium_triphyllum,,1114,Pronephrium triphyllum (Sw.) Holttum,Pronephrium,NA,557
Pronephrium_triphyllum,72,,Pronephrium triphyllum (Sw.) Holttum,Pronephrium,72,NA
Pronephrium_triphyllum_var._parish,,144,Pronephrium triphyllum var. parish (Bedd.)  M. Kuo,Pronephrium,NA,72
Prosaptia_contigua,,148,Prosaptia contigua (G. Forst.)  Presl,Prosaptia,NA,74
Prosaptia_contigua,74,,Prosaptia contigua (G. Forst.)  Presl,Prosaptia,74,NA
Prosaptia_contigua,74,,Prosaptia contigua (G. Forst.)  Presl,Prosaptia,74,NA
Prosaptia_contigua,74,,Prosaptia contigua (G. Forst.)  Presl,Prosaptia,74,NA
Prosaptia_contigua,74,,Prosaptia contigua (G. Forst.)  Presl,Prosaptia,74,NA
Pseudocyclosorus_canus,35,105,Pseudocyclosorus canus (Baker) Holttum & J. W. Grimes,Pseudocyclosorus,35,52
Pseudocyclosorus_canus,35,,Pseudocyclosorus canus (Baker) Holttum & J. W. Grimes,Pseudocyclosorus,35,NA
Pseudocyclosorus_canus,31,,Pseudocyclosorus canus (Baker) Holttum & J. W. Grimes,Pseudocyclosorus,31,NA
Pseudocyclosorus_caudatus,,72,Pseudocyclosorus caudatus Holttum,Pseudocyclosorus,NA,36
Pseudocyclosorus_falcilobus,,70,Pseudocyclosorus falcilobus (Hook.) Ching,Pseudocyclosorus,NA,35
Pseudocyclosorus_ochthodes,35,,Pseudocyclosorus ochthodes (Kunze) Holttum,Pseudocyclosorus,35,NA
Pseudocyclosorus_ochthodes,35,,Pseudocyclosorus ochthodes (Kunze) Holttum,Pseudocyclosorus,35,NA
Pseudocyclosorus_ochthodes,35,,Pseudocyclosorus ochthodes (Kunze) Holttum,Pseudocyclosorus,35,NA
Pseudocyclosorus_ochthodes,35,,Pseudocyclosorus ochthodes (Kunze) Holttum,Pseudocyclosorus,35,NA
Pseudocyclosorus_ochthodes,35,,Pseudocyclosorus ochthodes (Kunze) Holttum,Pseudocyclosorus,35,NA
Pseudocyclosorus_petrophila,36,,Pseudocyclosorus petrophila Holttum,Pseudocyclosorus,36,NA
Pseudocyclosorus_repens,,70,Pseudocyclosorus repens ( Hope) Ching,Pseudocyclosorus,NA,35
Pseudocyclosorus_repens,,70,Pseudocyclosorus repens ( Hope) Ching,Pseudocyclosorus,NA,35
Pseudocyclosorus_repens,,70,Pseudocyclosorus repens ( Hope) Ching,Pseudocyclosorus,NA,35
Pseudocystopteris_david,,80,Pseudocystopteris david (Franch.) Z. R. Wang,Pseudocystopteris,NA,40
Pseudodryria_corons,,72,Pseudodryria corons (Wall.) Ching,Pseudodryria,NA,36
Pseudodryria_corons,,72,Pseudodryria corons (Wall.) Ching,Pseudodryria,NA,36
Pseudodryria_corons,,74,Pseudodryria corons (Wall.) Ching,Pseudodryria,NA,37
Pseudophegopteris_aurita,,62,Pseudophegopteris aurita (Hook.) Ching,Pseudophegopteris,NA,31
Pseudophegopteris_aurita,62,124,Pseudophegopteris aurita (Hook.) Ching,Pseudophegopteris,62,62
Pseudophegopteris_aurita,,124,Pseudophegopteris aurita (Hook.) Ching,Pseudophegopteris,NA,62
Pseudophegopteris_aurita,31,,Pseudophegopteris aurita (Hook.) Ching,Pseudophegopteris,31,NA
Pseudophegopteris_aurita,31,,Pseudophegopteris aurita (Hook.) Ching,Pseudophegopteris,31,NA
Pseudophegopteris_cyclocarpa,,124,Pseudophegopteris cyclocarpa Holttum,Pseudophegopteris,NA,62
Pseudophegopteris_levingei,,124,Pseudophegopteris levingei ( B. Clarke) Ching,Pseudophegopteris,NA,62
Pseudophegopteris_levingei,,124,Pseudophegopteris levingei ( B. Clarke) Ching,Pseudophegopteris,NA,62
Pseudophegopteris_levingei,62,,Pseudophegopteris levingei ( B. Clarke) Ching,Pseudophegopteris,62,NA
Pseudophegopteris_levingei,93,,Pseudophegopteris levingei ( B. Clarke) Ching,Pseudophegopteris,93,NA
Pseudophegopteris_pyrrhorachis,,62,Pseudophegopteris pyrrhorachis (Kunze) Ching,Pseudophegopteris,NA,31
Pseudophegopteris_pyrrhorachis,,124,Pseudophegopteris pyrrhorachis (Kunze) Ching,Pseudophegopteris,NA,62
Pseudophegopteris_pyrrhorachis,,186,Pseudophegopteris pyrrhorachis (Kunze) Ching,Pseudophegopteris,NA,93
Pseudophegopteris_pyrrhorachis,62,,Pseudophegopteris pyrrhorachis (Kunze) Ching,Pseudophegopteris,62,NA
Pseudophegopteris_pyrrhorachis,31,,Pseudophegopteris pyrrhorachis (Kunze) Ching,Pseudophegopteris,31,NA
Pseudophegopteris_pyrrhorachis,62,,Pseudophegopteris pyrrhorachis (Kunze) Ching,Pseudophegopteris,62,NA
Pseudophegopteris_pyrrhorachis,31,,Pseudophegopteris pyrrhorachis (Kunze) Ching,Pseudophegopteris,31,NA
Pseudophegopteris_pyrrhorachis,62,,Pseudophegopteris pyrrhorachis (Kunze) Ching,Pseudophegopteris,62,NA
Pseudophegopteris_pyrrhorachis_var._glabrata,31,,Pseudophegopteris pyrrhorachis var. glabrata ( B. Clarke) Holttum,Pseudophegopteris,31,NA
Pseudophegopteris_rectangularis,,124,Pseudophegopteris rectangularis (Zoll.) Holttum,Pseudophegopteris,NA,62
Pseudophegopteris_rectangularis,62,,Pseudophegopteris rectangularis (Zoll.) Holttum,Pseudophegopteris,62,NA
Pseudophegopteris_rectangularis,62,,Pseudophegopteris rectangularis (Zoll.) Holttum,Pseudophegopteris,62,NA
Pseudophegopteris_subaurita,31,62,,Pseudophegopteris,31,31
Pseudophegopteris_subaurita,,62,Pseudophegopteris subaurita (Tagawa) Ching,Pseudophegopteris,NA,31
Pseudophegopteris_subaurita,,62,Pseudophegopteris subaurita (Tagawa) Ching,Pseudophegopteris,NA,31
Pseudophegopteris_subaurita,31,,Pseudophegopteris subaurita (Tagawa) Ching,Pseudophegopteris,31,NA
Pseudophegopteris_subaurita,31,,Pseudophegopteris subaurita (Tagawa) Ching,Pseudophegopteris,31,NA
Pseudophegopteris_subaurita,31,,Pseudophegopteris subaurita (Tagawa) Ching,Pseudophegopteris,31,NA
Psilotum_complatum,,104,Psilotum complatum Sw.,Psilotum,NA,52
Psilotum_complatum,,104,Psilotum complatum Sw.,Psilotum,NA,52
Psilotum_complatum,52,,Psilotum complatum Sw.,Psilotum,52,NA
Psilotum_complatum,52,,Psilotum complatum Sw.,Psilotum,52,NA
Psilotum_nudum,,96,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,48
Psilotum_nudum,,100,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,50
Psilotum_nudum,,100,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,50
Psilotum_nudum,,100,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,50
Psilotum_nudum,,104,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,52
Psilotum_nudum,,104,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,52
Psilotum_nudum,,104,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,52
Psilotum_nudum,,104,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,52
Psilotum_nudum,,104,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,52
Psilotum_nudum,,104,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,52
Psilotum_nudum,,156,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,78
Psilotum_nudum,,156,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,78
Psilotum_nudum,,200,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,100
Psilotum_nudum,,208,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,104
Psilotum_nudum,104,208,Psilotum nudum (L.) P. Beauv.,Psilotum,104,104
Psilotum_nudum,,208,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,104
Psilotum_nudum,,208,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,104
Psilotum_nudum,,208,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,104
Psilotum_nudum,,208,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,104
Psilotum_nudum,,208,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,104
Psilotum_nudum,,208,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,104
Psilotum_nudum,,208,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,104
Psilotum_nudum,,208,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,104
Psilotum_nudum,,208,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,104
Psilotum_nudum,,212,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,106
Psilotum_nudum,104,,Psilotum nudum (L.) P. Beauv.,Psilotum,104,NA
Psilotum_nudum,52,,Psilotum nudum (L.) P. Beauv.,Psilotum,52,NA
Psilotum_nudum,104,,Psilotum nudum (L.) P. Beauv.,Psilotum,104,NA
Psilotum_nudum,104+0-,,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,NA
Psilotum_nudum,52,,Psilotum nudum (L.) P. Beauv.,Psilotum,52,NA
Psilotum_nudum,104,,Psilotum nudum (L.) P. Beauv.,Psilotum,104,NA
Psilotum_nudum,156,,Psilotum nudum (L.) P. Beauv.,Psilotum,156,NA
Psilotum_nudum,210,,Psilotum nudum (L.) P. Beauv.,Psilotum,210,NA
Psilotum_nudum,104,,Psilotum nudum (L.) P. Beauv.,Psilotum,104,NA
Psilotum_nudum,104,,Psilotum nudum (L.) P. Beauv.,Psilotum,104,NA
Psilotum_nudum,104+0-2f,,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,NA
Psilotum_nudum,"104, 156",,Psilotum nudum (L.) P. Beauv.,Psilotum,NA,NA
Psilotum_nudum,52,,Psilotum nudum (L.) P. Beauv.,Psilotum,52,NA
Psilotum_nudum,104,,Psilotum nudum (L.) P. Beauv.,Psilotum,104,NA
Psilotum_nudum,52,,Psilotum nudum (L.) P. Beauv.,Psilotum,52,NA
Psilotum_nudum,104,,Psilotum nudum (L.) P. Beauv.,Psilotum,104,NA
Psilotum_nudum,104,,Psilotum nudum (L.) P. Beauv.,Psilotum,104,NA
Psilotum_nudum,52,,Psilotum nudum (L.) P. Beauv.,Psilotum,52,NA
Pteridium_aquilinum,,52,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,26
Pteridium_aquilinum,,104,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,52
Pteridium_aquilinum,,104,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,52
Pteridium_aquilinum,,104,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,52
Pteridium_aquilinum,,104,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,52
Pteridium_aquilinum,,104,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,52
Pteridium_aquilinum,,104,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,52
Pteridium_aquilinum,,104,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,52
Pteridium_aquilinum,,104,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,52
Pteridium_aquilinum,,104,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,52
Pteridium_aquilinum,,156,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,78
Pteridium_aquilinum,,156,Pteridium aquilinum (L.) Kuhn,Pteridium,NA,78
Pteridium_aquilinum,52,,Pteridium aquilinum (L.) Kuhn,Pteridium,52,NA
Pteridium_aquilinum,52,,Pteridium aquilinum (L.) Kuhn,Pteridium,52,NA
Pteridium_aquilinum,52,,Pteridium aquilinum (L.) Kuhn,Pteridium,52,NA
Pteridium_aquilinum,52,,Pteridium aquilinum (L.) Kuhn,Pteridium,52,NA
Pteridium_aquilinum,52,,Pteridium aquilinum (L.) Kuhn,Pteridium,52,NA
Pteridium_aquilinum,52,,Pteridium aquilinum (L.) Kuhn,Pteridium,52,NA
Pteridium_aquilinum,52,,Pteridium aquilinum (L.) Kuhn,Pteridium,52,NA
Pteridium_aquilinum,52,,Pteridium aquilinum (L.) Kuhn,Pteridium,52,NA
Pteridium_aquilinum,52,,Pteridium aquilinum (L.) Kuhn,Pteridium,52,NA
Pteridium_aquilinum_var._lanuginosum,,104,Pteridium aquilinum var. lanuginosum (Bong.) Ferld,Pteridium,NA,52
Pteridium_aquilinum_var._latiusculum,,104,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,NA,52
Pteridium_aquilinum_var._latiusculum,,104,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,NA,52
Pteridium_aquilinum_var._latiusculum,,104,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,NA,52
Pteridium_aquilinum_var._latiusculum,,104,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,NA,52
Pteridium_aquilinum_var._latiusculum,,104,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,NA,52
Pteridium_aquilinum_var._latiusculum,,104,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,NA,52
Pteridium_aquilinum_var._latiusculum,,104,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,NA,52
Pteridium_aquilinum_var._latiusculum,52,,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,52,NA
Pteridium_aquilinum_var._latiusculum,52,,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,52,NA
Pteridium_aquilinum_var._latiusculum,52,,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,52,NA
Pteridium_aquilinum_var._latiusculum,52,,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,52,NA
Pteridium_aquilinum_var._latiusculum,52,,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,52,NA
Pteridium_aquilinum_var._latiusculum,52,,Pteridium aquilinum var. latiusculum (Desv.) Underw. ex A. Heller,Pteridium,52,NA
Pteridium_arachnoideum,,104,Pteridium arachnoideum (Kaulf.) Maxon,Pteridium,NA,52
Pteridium_arachnoideum,,208,Pteridium arachnoideum (Kaulf.) Maxon,Pteridium,NA,104
Pteridium_arachnoideum,,208,Pteridium arachnoideum (Kaulf.) Maxon,Pteridium,NA,104
Pteridium_esculentum,,104,Pteridium esculentum (G. Forst.) Cockayne,Pteridium,NA,52
Pteridium_esculentum,,104,Pteridium esculentum (G. Forst.) Cockayne,Pteridium,NA,52
Pteridium_esculentum,,104,Pteridium esculentum (G. Forst.) Cockayne,Pteridium,NA,52
Pteridium_esculentum,,108,Pteridium esculentum (G. Forst.) Cockayne,Pteridium,NA,54
Pteridium_heredia,,52,Pteridium heredia Joaquin,Pteridium,NA,26
Pteridium_heredia,,52,Pteridium heredia Joaquin,Pteridium,NA,26
Pteridium_heredia,,52,Pteridium heredia Joaquin,Pteridium,NA,26
Pteridium_heredia,,52,Pteridium heredia Joaquin,Pteridium,NA,26
Pteridium_revolutum,52,104,Pteridium revolutum (Blume) kai,Pteridium,52,52
Pteridium_revolutum,52,104,Pteridium revolutum (Blume) kai,Pteridium,52,52
Pteridium_revolutum,,104,Pteridium revolutum (Blume) kai,Pteridium,NA,52
Pteridium_revolutum,,104,Pteridium revolutum (Blume) kai,Pteridium,NA,52
Pteridium_revolutum,,104,Pteridium revolutum (Blume) kai,Pteridium,NA,52
Pteridium_revolutum,,104,Pteridium revolutum (Blume) kai,Pteridium,NA,52
Pteridium_revolutum,,104,Pteridium revolutum (Blume) kai,Pteridium,NA,52
Pteridium_revolutum,52,,Pteridium revolutum (Blume) kai,Pteridium,52,NA
Pteridoblechnum_neglectum,,54,Pteridoblechnum neglectum Hennipman,Pteridoblechnum,NA,27
Pteridoblechnum_neglectum,,54,Pteridoblechnum neglectum Hennipman,Pteridoblechnum,NA,27
Pteridrys_australis,,82,Pteridrys australis Ching,Pteridrys,NA,41
Pteridrys_australis,41,,Pteridrys australis Ching,Pteridrys,41,NA
Pteridrys_cnemidaria,41,,Pteridrys cnemidaria (Christ)  Chr. & Ching,Pteridrys,41,NA
Pteridrys_syrmatica,,82,Pteridrys syrmatica (Willd.)  Chr. & Ching,Pteridrys,NA,41
Pteridrys_syrmatica,41,,Pteridrys syrmatica (Willd.)  Chr. & Ching,Pteridrys,41,NA
Pteridrys_syrmatica,41,,Pteridrys syrmatica (Willd.)  Chr. & Ching,Pteridrys,41,NA
Pteris_actiniopteroides,,87,Pteris actiniopteroides Christ,Pteris,NA,43
Pteris_affinis,,120,Pteris affinis A. Rich.,Pteris,NA,60
Pteris_albers,,232,Pteris albers Hieron.,Pteris,NA,116
Pteris_altissima,58,116,Pteris altissima Poir.,Pteris,58,58
Pteris_altissima,,116,Pteris altissima Poir.,Pteris,NA,58
Pteris_altissima,,116,Pteris altissima Poir.,Pteris,NA,58
Pteris_altissima,,116,Pteris altissima Poir.,Pteris,NA,58
Pteris_altissima,,232,Pteris altissima Poir.,Pteris,NA,116
Pteris_altissima,58,,Pteris altissima Poir.,Pteris,58,NA
Pteris_amoe,,116,Pteris amoe Blume,Pteris,NA,58
Pteris_amoe,,116,Pteris amoe Blume,Pteris,NA,58
Pteris_amoe,58,,Pteris amoe Blume,Pteris,58,NA
Pteris_amoe,58,,Pteris amoe Blume,Pteris,58,NA
Pteris_arborea,58,,Pteris arborea L.,Pteris,58,NA
Pteris_argyraea,,58,Pteris argyraea T. Moore,Pteris,NA,29
Pteris_argyraea,29,,Pteris argyraea T. Moore,Pteris,29,NA
Pteris_argyraea,29,,Pteris argyraea T. Moore,Pteris,29,NA
Pteris_argyraea,58,,Pteris argyraea T. Moore,Pteris,58,NA
Pteris_argyraea,87,,Pteris argyraea T. Moore,Pteris,87,NA
Pteris_argyraea,87,,Pteris argyraea T. Moore,Pteris,87,NA
Pteris_aspericaulis,29,58,Pteris aspericaulis Wall. ex J. Agardh,Pteris,29,29
Pteris_aspericaulis,,87,Pteris aspericaulis Wall. ex J. Agardh,Pteris,NA,43
Pteris_atrovirens,,58,Pteris atrovirens Willd.,Pteris,NA,29
Pteris_atrovirens,,116,Pteris atrovirens Willd.,Pteris,NA,58
Pteris_atrovirens,,116,Pteris atrovirens Willd.,Pteris,NA,58
Pteris_bahamensis,,116,Pteris bahamensis (J. Agardh) Fͩe,Pteris,NA,58
Pteris_berteroa,,58,Pteris berteroa  Agardh,Pteris,NA,29
Pteris_berteroa,,58,Pteris berteroa  Agardh,Pteris,NA,29
Pteris_berteroa,,58,Pteris berteroa  Agardh,Pteris,NA,29
Pteris_berteroa,,58,Pteris berteroa  Agardh,Pteris,NA,29
Pteris_berteroa,,60,Pteris berteroa  Agardh,Pteris,NA,30
Pteris_berteroa,,60,Pteris berteroa  Agardh,Pteris,NA,30
Pteris_berteroa,58,,Pteris berteroa  Agardh,Pteris,58,NA
Pteris_biaurita,,58,Pteris biaurita L.,Pteris,NA,29
Pteris_biaurita,,58,Pteris biaurita L.,Pteris,NA,29
Pteris_biaurita,,58,Pteris biaurita L.,Pteris,NA,29
Pteris_biaurita,,58,Pteris biaurita L.,Pteris,NA,29
Pteris_biaurita,,58,Pteris biaurita L.,Pteris,NA,29
Pteris_biaurita,,58,Pteris biaurita L.,Pteris,NA,29
Pteris_biaurita,,87,Pteris biaurita L.,Pteris,NA,43
Pteris_biaurita,,87,Pteris biaurita L.,Pteris,NA,43
Pteris_biaurita,,87,Pteris biaurita L.,Pteris,NA,43
Pteris_biaurita,,116,Pteris biaurita L.,Pteris,NA,58
Pteris_biaurita,,116,Pteris biaurita L.,Pteris,NA,58
Pteris_biaurita,,116,Pteris biaurita L.,Pteris,NA,58
Pteris_biaurita,58,,Pteris biaurita L.,Pteris,58,NA
Pteris_biaurita,87,,Pteris biaurita L.,Pteris,87,NA
Pteris_biaurita,87,,Pteris biaurita L.,Pteris,87,NA
Pteris_biaurita,87,,Pteris biaurita L.,Pteris,87,NA
Pteris_biaurita,87,,Pteris biaurita L.,Pteris,87,NA
Pteris_biaurita,58,,Pteris biaurita L.,Pteris,58,NA
Pteris_biaurita,87,,Pteris biaurita L.,Pteris,87,NA
Pteris_biaurita,87,,Pteris biaurita L.,Pteris,87,NA
Pteris_biaurita,ca.174,,Pteris biaurita L.,Pteris,NA,NA
Pteris_bifurcata,,87,Pteris bifurcata Ching,Pteris,NA,43
Pteris_boninensis,,58,Pteris boninensis H. Ohba,Pteris,NA,29
Pteris_boninensis,29,,Pteris boninensis H. Ohba,Pteris,29,NA
Pteris_buchan,,58,Pteris buchan Sim,Pteris,NA,29
Pteris_burton,,58,Pteris burton Baker,Pteris,NA,29
Pteris_cadieri,87,,Pteris cadieri Christ,Pteris,87,NA
Pteris_cadieri,87,,Pteris cadieri Christ,Pteris,87,NA
Pteris_cadieri,87,,Pteris cadieri Christ,Pteris,87,NA
Pteris_cameroonia,29,58,116,Pteris,29,29
Pteris_cameroonia,,58,Pteris cameroonia Kuhn,Pteris,NA,29
Pteris_cameroonia,,58,Pteris cameroonia Kuhn,Pteris,NA,29
Pteris_cameroonia,,58,Pteris cameroonia Kuhn,Pteris,NA,29
Pteris_cameroonia,,58,Pteris cameroonia Kuhn,Pteris,NA,29
Pteris_cameroonia,,116,Pteris cameroonia Kuhn,Pteris,NA,58
Pteris_cameroonia,,116,Pteris cameroonia Kuhn,Pteris,NA,58
Pteris_catoptera,,58,Pteris catoptera Kunze,Pteris,NA,29
Pteris_confusa,,58,Pteris confusa T. G. Walker,Pteris,NA,29
Pteris_confusa,,58,Pteris confusa T. G. Walker,Pteris,NA,29
Pteris_confusa,58,,Pteris confusa T. G. Walker,Pteris,58,NA
Pteris_confusa,29,,Pteris confusa T. G. Walker,Pteris,29,NA
Pteris_cretica,,53,Pteris cretica L.,Pteris,NA,26
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,29,58,Pteris cretica L.,Pteris,29,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,58,Pteris cretica L.,Pteris,NA,29
Pteris_cretica,,60,Pteris cretica L.,Pteris,NA,30
Pteris_cretica,,60,Pteris cretica L.,Pteris,NA,30
Pteris_cretica,,87,Pteris cretica L.,Pteris,NA,43
Pteris_cretica,58,87,58,Pteris,58,43
Pteris_cretica,58,87,58,Pteris,58,43
Pteris_cretica,87,87,Pteris cretica L.,Pteris,87,43
